((y+z)*(y*x))*(((2+1)+y)+(y+0)),2*x*y**3+2*x*y**2*z+3*x*y**2+3*x*y*z
x*((x+1)*x),x**3+x**2
((((z*0)**2)+y)*(0*x))+((1*1)*(1+x)),x+1
((((y+0)*z)**3)*y)*((2*x)*0),0
((0*z)+(x*(((1+x)*2)+((x*z)*0))))+((0+0)+(x+2)),2*x**2+3*x+2
((0*(2+2))*2)+(((z+0)+(0+2))*z),z**2+2*z
(1*x)+(z*2),x+2*z
((1*2)+(x*x))*(y*x),x**3*y+2*x*y
((z+x)*(0+2))+((0*x)+(0+((0*x)*x))),2*x+2*z
(((2+x)*z)*(z+(z*0)))+(((x*y)+2)*(x+(x*0))),x**2*y+x*z**2+2*x+2*z**2
(((z*z)*1)+y)+(((0*x)*1)*2),y+z**2
(((0+2)+x)+(y*0))+((z*(y*x))+(y**3)),x*y*z+x+y**3+2
((y**3)*((2*z)+y))*((z+y)*(0+(0**3))),0
(((2*y)*0)**3)+((1+((1+1)+1))*(((z+0)**3)*y)),4*y*z**3
(1*1)*(z**3),z**3
(((1+y)+(2*z))**2)*((y+x)+x),2*x*y**2+8*x*y*z+4*x*y+8*x*z**2+8*x*z+2*x+y**3+4*y**2*z+2*y**2+4*y*z**2+4*y*z+y
((1+x)*(y*0))*((0+(x*x))**2),0
((2*2)+(y+0))+((z+y)+((z+1)*0)),2*y+z+4
(z+(x*2))*(2+y),2*x*y+4*x+y*z+2*z
((x*(1+2))*(2*x))+(2+1),6*x**2+3
((y*1)*(1*z))*(y*z),y**2*z**2
(((y*(x*z))+((2+(y+y))*z))*y)*(z*(y**2)),x*y**4*z**2+2*y**4*z**2+2*y**3*z**2
((0+(x*z))**2)+((1*0)*(y*0)),x**2*z**2
(x**2)*((z*(0+1))*(y**3)),x**2*y**3*z
(y+(2+(x**2)))+(((y*1)+2)*z),x**2+y*z+y+2*z+2
(y+y)*(z+(0+0)),2*y*z
(((0*((z*1)+0))*x)*(z*x))*(((0*z)+(x*z))**3),0
((2**3)+x)+((1+((z*1)*x))**2),x**2*z**2+2*x*z+x+9
((z*2)*(0*2))*(2+y),0
(((z**2)+x)+(1*x))+(((z*y)+y)*(2+(x+x))),2*x*y*z+2*x*y+2*x+2*y*z+2*y+z**2
((x*0)*2)*(1*(1*((0*z)*0))),0
(((1*z)+(z*(x*0)))*(2**3))*((2*x)*(x*0)),0
((y+y)+1)*y,2*y**2+y
(((1+(2*0))*z)+(y+y))+(1+(0*1)),2*y+z+1
((0+(z*(x*1)))*x)*z,x**2*z**2
((x+0)+0)*x,x**2
(2+((1+y)+z))**2,y**2+2*y*z+6*y+z**2+6*z+9
((z+x)*(2+z))+(1*(y+(z+y))),x*z+2*x+2*y+z**2+3*z
(((1*(1*(z*0)))**3)*((x+0)+0))*((x*x)*(z+(1*z))),0
((x+1)*x)**3,x**6+3*x**5+3*x**4+x**3
((2+z)+0)*((z+(x**2))+(y+0)),x**2*z+2*x**2+y*z+2*y+z**2+2*z
(1+(0*1))*((0+y)*(z*(2*z))),2*y*z**2
((z+1)+z)*((1+z)**3),2*z**4+7*z**3+9*z**2+5*z+1
((1**2)**2)+((((1+0)**2)**2)+0),2
((0*(y+x))**2)*(z+0),0
((z*z)+0)*x,x*z**2
(x**2)+((2+1)+(z*y)),x**2+y*z+3
((2+(2+z))+(((2+x)+y)+y))+(((y**2)**2)+(x+y)),2*x+y**4+3*y+z+6
((0+z)*((0+0)+2))*((y**2)+((z+x)+2)),2*x*z+2*y**2*z+2*z**2+4*z
(((0+1)+(0*1))**3)*((2*(0+1))**2),4
(((z*((z*1)*2))*0)*(2*0))*((1+1)*((2+x)+0)),0
(((y*x)+(1+z))+(0+z))+(0*y),x*y+2*z+1
(((x**2)**2)**2)*((2*(x*z))+(2**2)),2*x**9*z+4*x**8
((x*(1*z))+2)**2,x**2*z**2+4*x*z+4
(z*(0+x))+(1+(0+(1*(z+2)))),x*z+z+3
((x+0)**2)**3,x**6
(2+(z+2))*x,x*z+4*x
((0*(y+2))+(y*(2*x)))*((x+(x+z))*1),4*x**2*y+2*x*y*z
(y+(x*1))*((y+(z+(z+x)))*(x+(2+(z+x)))),2*x**3+4*x**2*y+5*x**2*z+2*x**2+2*x*y**2+6*x*y*z+4*x*y+2*x*z**2+4*x*z+y**2*z+2*y**2+2*y*z**2+4*y*z
((2+1)*((0*y)+z))+(1*((0*x)+x)),x+3*z
(((y*(z*x))*(x*y))+(1+y))*((1*0)*(1*2)),0
((z*z)**3)+(((z+(0+x))*(1*(z+z)))*(0*z)),z**6
((0*1)+z)+1,z+1
((1*y)*z)*((z+y)**2),y**3*z+2*y**2*z**2+y*z**3
(((z+(0*x))*1)*1)*(((y+0)+z)**3),y**3*z+3*y**2*z**2+3*y*z**3+z**4
((z+y)*0)+(z+2),z+2
(1+(1+(0*2)))+((1*z)*0),2
((2+(0*z))*(y+(y*z)))+(((x*0)*0)+((z+(0*z))+1)),2*y*z+2*y+z+1
((1*1)+(y+1))+((0**3)*((y**2)+(x*(1*y)))),y+2
(y+(z+2))*z,y*z+z**2+2*z
((1+0)*((2+z)*(y*1)))+((0*1)+(2*0)),y*z+2*y
((x+0)*(y*1))*0,0
(x*(z+(z+1)))+(1*0),2*x*z+x
((y+(0+0))+(x+2))+(0+(2*x)),3*x+y+2
(1+0)+(y*(0+z)),y*z+1
((x*2)+((0*1)+(0+2)))*((y*(1+x))+(z*(1*1))),2*x**2*y+4*x*y+2*x*z+2*y+2*z
((x*1)*(x+(y+1)))+((1**3)*x),x**2+x*y+2*x
(z*((2+(0+z))+(z*z)))+((1*(0+0))+(0+x)),x+z**3+z**2+2*z
((0+(y*2))+y)+((1+z)+1),3*y+z+2
(2*(1+1))+(0*(2*2)),4
((y*(y*2))*(x*0))+y,y
0+((1+z)*x),x*z+x
((y+x)*(1+z))*y,x*y*z+x*y+y**2*z+y**2
x*(x+2),x**2+2*x
(1+2)+(0+(z+(0**3))),z+3
((2+(1*x))+(y+(z*0)))+(2*2),x+y+6
((1+1)*(y*x))+(0+0),2*x*y
((1*(0+(0+z)))+(z*x))+((1*2)*2),x*z+z+4
((y*x)*z)*1,x*y*z
((0+((z+2)*z))*(0*y))*((((y+0)+x)+z)+((2**2)*x)),0
((1+(y+0))+(z+x))+((0+0)+(2**2)),x+y+z+5
((0+2)+x)*0,0
(1+2)*(((y*1)+1)*((0**2)*x)),0
(1*0)*(y+(z*x)),0
((x*x)+y)+(0+(z+x)),x**2+x+y+z
((x+2)*(1*z))*(1*(1*(z+x))),x**2*z+x*z**2+2*x*z+2*z**2
((2**3)+z)*(y*(0*y)),0
((z*z)*x)+((y*y)**2),x*z**2+y**4
(((x*z)*x)**2)*(((2+z)*(x*(y+z)))*(0+(1*x))),x**6*y*z**3+2*x**6*y*z**2+x**6*z**4+2*x**6*z**3
(y+y)*((z+z)+(y*1)),2*y**2+4*y*z
(2+2)*((z**2)*(((2*0)*1)+(y*y))),4*y**2*z**2
(0*2)+((x*y)+y),x*y+y
((2*2)*(y*2))+(0*x),8*y
(0**3)*((0+0)**2),0
(((y*(x*x))**2)+(2*x))+((z**3)*(y+z)),x**4*y**2+2*x+y*z**3+z**4
((1*2)+((y**2)*1))+((0*2)*0),y**2+2
(0*1)*((x+(0*z))*(2+y)),0
((1+1)*((0*1)*(1+1)))*(((y*x)*(z*(z+x)))**3),0
(((z+z)+0)+(0*1))*(((2*x)*2)*x),8*x**2*z
z*((y+x)*((0*z)*1)),0
(0**3)*((x+y)+(1+y)),0
((((y+y)+2)+y)*((2*x)*0))+((y+2)+(1+z)),y+z+3
(0*1)+((z+(1*0))+(2*x)),2*x+z
((0**2)*y)*(((x+x)**3)*(y*2)),0
(0+1)*((1+2)**2),9
((y+x)+(2+x))+((2+(x*0))*x),4*x+y+2
((y**2)+((1**2)**2))*(((0*(x*y))*z)+(2*((2*1)+0))),4*y**2+4
((y*((y**3)+y))*(0+1))+((0*0)+(2+(0+(2+0)))),y**4+y**2+4
(2+z)*(2+(y*1)),y*z+2*y+2*z+4
(((1*1)+z)+(x*(0+z)))+((z*0)**3),x*z+z+1
(y+(z+(x*y)))**3,x**3*y**3+3*x**2*y**3+3*x**2*y**2*z+3*x*y**3+6*x*y**2*z+3*x*y*z**2+y**3+3*y**2*z+3*y*z**2+z**3
(z+(0*1))+x,x+z
(((z**3)*z)+(z*(z*2)))*((2+(1+y))*(0*0)),0
(1+(0+0))*(x*(1*(x*(x*0)))),0
((1*(x*(z+y)))+(x*x))*(((y*(0*y))*(0*0))+(z**2)),x**2*z**2+x*y*z**2+x*z**3
(y*y)+(z*0),y**2
(1+(2*(x+x)))*(y*((z*x)*z)),4*x**2*y*z**2+x*y*z**2
(0*0)+(((0**3)**2)+(2*x)),2*x
(z+(z**3))+(((z*1)+(y*2))*1),2*y+z**3+2*z
(y+z)*(2+2),4*y+4*z
1*(y*(2+x)),x*y+2*y
(((y*1)+x)+(y+(2*(2+2))))+((((y**2)+x)*(y*0))+0),x+2*y+8
(1*((y*1)*y))*((((z*2)+2)+(1**2))*((z+z)*x)),4*x*y**2*z**2+6*x*y**2*z
((1*2)*(z+1))*((x**3)+(y+z)),2*x**3*z+2*x**3+2*y*z+2*y+2*z**2+2*z
((1*(2*(0+0)))+2)*((0+2)+((0*y)*y)),4
((0*((2*z)+1))+((2*(z*2))*2))*(((0*z)+0)+x),8*x*z
(y+(z+(1**3)))*((y+z)+((0**2)*x)),y**2+2*y*z+y+z**2+z
(z+x)+((1*2)*1),x+z+2
(0*2)+(x+z),x+z
((x+1)+(y+1))+(2*((x*1)+(y**2))),3*x+2*y**2+y+2
(y*(2+0))*(((x*1)*x)*2),4*x**2*y
(y+y)*((x+((y+(y*0))+0))*(z+(2*2))),2*x*y*z+8*x*y+2*y**2*z+8*y**2
(1**3)+((z+y)*2),2*y+2*z+1
((0*(2**2))+(1+0))+(((z*y)+(x**2))**2),x**4+2*x**2*y*z+y**2*z**2+1
((z*1)+(y*(2+y)))+(z*(z+(x+(1*0)))),x*z+y**2+2*y+z**2+z
((1+(z+2))+1)+(x+x),2*x+z+4
((x*x)+(2**2))+(z+(0*(1*1))),x**2+z+4
(y*(1*x))+(z*(z+x)),x*y+x*z+z**2
(2*(x**2))*y,2*x**2*y
((y*2)**3)*((((x*0)*x)*(x*y))**2),0
(((x*2)*(2+2))+(x+0))+((0*z)**3),9*x
(z+y)*(z+((y*x)+2)),x*y**2+x*y*z+y*z+2*y+z**2+2*z
((0+(z+(1+y)))**2)+((1*(y**2))*(x+1)),x*y**2+2*y**2+2*y*z+2*y+z**2+2*z+1
((x*y)+2)*1,x*y+2
(0*(z+y))+(1+(x+z)),x+z+1
((x+((x*y)+(1*0)))+(1**2))*((z**2)*(z+x)),x**2*y*z**2+x**2*z**2+x*y*z**3+x*z**3+x*z**2+z**3
(((0**2)*x)+y)*((((1*1)**2)*1)*y),y**2
((0+1)+x)**3,x**3+3*x**2+3*x+1
(((x*x)*y)+(z*(0*x)))*((x+0)*(z*((z**2)*0))),0
(z+y)*(x*((y*y)*y)),x*y**4+x*y**3*z
(0*(x*(2*(1*2))))*(z+1),0
((z+0)*y)+((0+y)+2),y*z+y+2
(2*(z*z))**3,8*z**6
(((0+x)*(((2+x)*(2*z))+x))+(1*z))+(((2+z)*x)*z),2*x**2*z+x**2+x*z**2+6*x*z+z
((0*1)**3)+(((x+(1*y))*2)+2),2*x+2*y+2
((z*y)+y)*((y+z)*((0+2)+z)),y**2*z**2+3*y**2*z+2*y**2+y*z**3+3*y*z**2+2*y*z
(z+y)*((z*2)**3),8*y*z**3+8*z**4
(z+(1+(2+0)))+((y+(z*(z**2)))**3),y**3+3*y**2*z**3+3*y*z**6+z**9+z+3
(x*((0*x)+2))*((x+1)+x),4*x**2+2*x
((1*(0+y))+z)+((0+1)*z),y+2*z
(1+(x+y))+(x+z),2*x+y+z+1
(z**2)*((y+z)*0),0
(2+(1+y))*((y*2)+0),2*y**2+6*y
(y*2)*((y*2)*(1*(y*1))),4*y**3
(((z*1)*(1*((2**2)*0)))+(y+0))*(((z+x)+1)*z),x*y*z+y*z**2+y*z
((x*y)+y)*((x+0)+(0+0)),x**2*y+x*y
(((y+1)+0)+((0+2)*(y+0)))+((z+(x+y))*(0**2)),3*y+1
((y**3)**3)*x,x*y**9
(((1**2)*(x*2))+(1*(z*2)))**2,4*x**2+8*x*z+4*z**2
((1*z)+y)**2,y**2+2*y*z+z**2
(y+2)*(y+2),y**2+4*y+4
((z+z)+((1*z)*y))*(((2+z)*((0*2)+z))+x),x*y*z+2*x*z+y*z**3+2*y*z**2+2*z**3+4*z**2
(((0*z)+z)+((y+1)*y))+(x+(z**2)),x+y**2+y+z**2+z
(z+(z+2))*(((1*0)*y)*((x+0)**3)),0
(2*((1*0)+2))*(2*((1*z)**3)),8*z**3
(((x*2)+(z*z))*1)+(((1+x)*(x*2))+(0+y)),2*x**2+4*x+y+z**2
(x*(y+(x+z)))**3,x**6+3*x**5*y+3*x**5*z+3*x**4*y**2+6*x**4*y*z+3*x**4*z**2+x**3*y**3+3*x**3*y**2*z+3*x**3*y*z**2+x**3*z**3
(((1*z)+1)*(x*(1+0)))*(((1+z)+y)*(z*2)),2*x*y*z**2+2*x*y*z+2*x*z**3+4*x*z**2+2*x*z
((2*x)*((x+z)*(y+z)))+((2*((y**2)*2))*(0+x)),2*x**2*y+2*x**2*z+4*x*y**2+2*x*y*z+2*x*z**2
(2+1)*(z*y),3*y*z
(((y+y)**2)*(x*0))**2,0
((z*0)*(y+x))*(((0*2)+z)*(1+0)),0
(2+(z*1))+x,x+z+2
(x*(x*(2*1)))**2,4*x**4
(z+((0+z)+(2*0)))*(((y*z)*(x*1))*(1*((z*0)+x))),2*x**2*y*z**2
(((y*z)**2)+(y*(0+2)))*((1+x)+(2+0)),x*y**2*z**2+2*x*y+3*y**2*z**2+6*y
((((x*y)*(x+2))+(((x+y)+x)*2))+(y*x))+((z**2)**3),x**2*y+3*x*y+4*x+2*y+z**6
((0+z)+(z+x))+(2**2),x+2*z+4
((0*(0*1))*((1+y)+1))+(((1*x)+x)+((y+2)+x)),3*x+y+2
((2+2)+(1*z))*(y*(x+((x*0)+1))),x*y*z+4*x*y+y*z+4*y
((1*1)**3)+((((y*x)*y)+(y+x))*((y+x)*(0+x))),x**3*y**2+x**3+x**2*y**3+2*x**2*y+x*y**2+1
((z*x)*((y**3)+2))+(y*1),x*y**3*z+2*x*z+y
((2*z)*z)+(y+y),2*y+2*z**2
((0*2)+2)+((1+(x*1))+((y+y)*(1**3))),x+2*y+3
(1+(0**2))*((0*(z*y))*1),0
((((y+z)+1)*2)+(1*x))*(0+1),x+2*y+2*z+2
((0+(z*1))+(2*z))**2,9*z**2
z*(0+(0*(2*x))),0
((z**3)*((2*z)+z))+((y+2)+(x**2)),x**2+y+3*z**4+2
(y*(z*2))+(y+x),x+2*y*z+y
(x+x)*(((x+2)*z)*x),2*x**3*z+4*x**2*z
(((1+0)*z)*(((0*y)*0)**2))**2,0
(((0**3)+(((2*(0+0))*x)+(z**2)))+((x*1)*(z**3)))**3,x**3*z**9+3*x**2*z**8+3*x*z**7+z**6
(((y+x)*z)+(2+0))*(z*(2+2)),4*x*z**2+4*y*z**2+8*z
((z*1)*((0+y)*y))+(((y+0)**2)+1),y**2*z+y**2+1
((((2*y)+y)*(1*z))+(y**3))*((0**2)*(1*(z**3))),0
((y**3)+y)*(((0+2)*1)*((x+x)*(z+0))),4*x*y**3*z+4*x*y*z
(((0+2)**2)*(0*z))*((2*(((x*z)+y)*x))*(0*0)),0
((1**2)**3)+(((z+z)*((x*z)*z))*(2*(2+0))),8*x*z**3+1
y*(((2+x)*2)+0),2*x*y+4*y
(((y+0)+0)*(1*x))**2,x**2*y**2
(((x+(x*z))*x)*((y+1)**3))+((0+1)*((2*2)+0)),x**2*y**3*z+x**2*y**3+3*x**2*y**2*z+3*x**2*y**2+3*x**2*y*z+3*x**2*y+x**2*z+x**2+4
((y*0)+(1+((z+2)*0)))+((0+1)**3),2
((x+y)*2)+(1+((x+(z*2))+1)),3*x+2*y+2*z+2
((z*(z+x))*1)+(x+(1*x)),x*z+2*x+z**2
(x+2)+((2*y)+2),x+2*y+4
(1**2)+(1*y),y+1
(2*1)*((0+(0*2))+x),2*x
((y+1)*z)+(x**2),x**2+y*z+z
(0+(0*1))*(x*2),0
(0**2)*(z*(x*(2+1))),0
(((x+0)**2)+(x*x))+(((z*(x+0))+(z+y))*(z+2)),2*x**2+x*z**2+2*x*z+y*z+2*y+z**2+2*z
((2+(1+y))+(1*1))+((x+y)**2),x**2+2*x*y+y**2+y+4
(((z*x)+2)*(z*x))+(((0**3)+(2**2))+(2**2)),x**2*z**2+2*x*z+8
(((x*1)+y)*x)**3,x**6+3*x**5*y+3*x**4*y**2+x**3*y**3
((1*2)*y)+((x+z)*(1+x)),x**2+x*z+x+2*y+z
(1*(y+(z*z)))*(((2+(2*(z+2)))+z)+((x+z)*1)),x*y+x*z**2+4*y*z+6*y+4*z**3+6*z**2
((y*x)*y)*((z*0)+(0+0)),0
((((0*0)**3)*(2+2))*(z**3))*(((1*2)*(0+y))**2),0
((y*1)*0)**2,0
0*((0**2)*z),0
(y*(2*2))+(1*0),4*y
(((0*z)*z)*(0+0))+(1+0),1
((y+2)*y)*((y+x)*(0**3)),0
(x+z)+(((x*2)*y)*y),2*x*y**2+x+z
((y+(1**3))+(0*0))**3,y**3+3*y**2+3*y+1
(0+((0*0)+z))+((z**2)*(z*x)),x*z**3+z
((2*0)*y)+(x*0),0
(((0*x)+2)*1)+((2*1)+x),x+4
((0*0)*((0*z)*y))+((z+z)+((y+2)+1)),y+2*z+3
1*((0**2)**3),0
(1*y)*(2+(z+2)),y*z+4*y
(((z*2)+2)+y)+(0*1),y+2*z+2
(2+1)+((y*1)+(1+z)),y+z+4
((y**2)*(0**3))*((2+1)+(0+x)),0
(((x*1)**3)+(y*(x*1)))+(z*2),x**3+x*y+2*z
(((x+y)*2)*(y*0))+((y+2)*(y+1)),y**2+3*y+2
(2+y)*(((z+y)*(y*1))*1),y**3+y**2*z+2*y**2+2*y*z
(z*((x+x)+(x+0)))+((2**3)*x),3*x*z+8*x
(x*(y+0))*(x+((0*((2*x)**2))+z)),x**2*y+x*y*z
(2**2)+(z*(1+(0*z))),z+4
((2+x)*(z**3))*(((2+x)*z)*y),x**2*y*z**4+4*x*y*z**4+4*y*z**4
2+(y+1),y+3
((y*z)+(0*x))+(0+2),y*z+2
(1*x)*((y*(0+1))*(x**3)),x**4*y
((z+(2+z))+y)*((((x*0)+y)*1)*((z**3)+1)),y**2*z**3+y**2+2*y*z**4+2*y*z**3+2*y*z+2*y
(y+2)+((y*1)*y),y**2+y+2
(2+(x*(z*2)))+(0*z),2*x*z+2
((y**2)*(1*1))*((y**2)+(z+((1*(x+x))+x))),3*x*y**2+y**4+y**2*z
((1+z)**3)*((x+(2+(y*0)))+((z*0)*0)),x*z**3+3*x*z**2+3*x*z+x+2*z**3+6*z**2+6*z+2
(z*y)*(z*2),2*y*z**2
((y+((0**3)+1))**3)+((x**2)**3),x**6+y**3+3*y**2+3*y+1
(y+(x*1))+(2+1),x+y+3
(((z**2)*0)*((x+1)*y))+((x*(0+(y+0)))*(y+(1*x))),x**2*y+x*y**2
(0+x)+(z*1),x+z
((1+1)*x)*((2*x)*(1*x)),4*x**3
(1**2)*(((0+y)+x)+(2**2)),x+y+4
(z*x)+(z*2),x*z+2*z
((z+1)*(((0*2)+0)+0))*((((1*0)+z)*2)**3),0
(((0+(0+y))*(1*(y**2)))*((0*1)+1))+((z+y)*0),y**3
((y+0)+y)+(z*(x*(z+2))),x*z**2+2*x*z+2*y
(0+x)+(x+(z+y)),2*x+y+z
((2**3)*1)+(z*(1*(2+z))),z**2+2*z+8
((0*2)+(y*(z+z)))+(((0*(z+y))+y)+((x+2)+x)),2*x+2*y*z+y+2
(0*1)*x,0
((0**3)*(y*x))+(z+z),2*z
(((2+(1+z))+y)+(0*z))+((y*((1**2)+1))**3),8*y**3+y+z+3
(z+z)+((0+x)*0),2*z
(1+(((z+0)**3)*x))**3,x**3*z**9+3*x**2*z**6+3*x*z**3+1
(y+2)+(y+(1+(2*x))),2*x+2*y+3
((2*((y+(0+x))*0))*((z*1)*0))*((0+x)*((z+0)*2)),0
(1*y)+(y+(2+(z*0))),2*y+2
(y*(x+(z*0)))*(z*(z*0)),0
(y+y)+(z+(0**2)),2*y+z
(z+y)+(((x+x)+z)*((x+0)+2)),2*x**2+x*z+4*x+y+3*z
((y+2)*(y*y))+((y*(x*0))+((y+(x+1))+0)),x+y**3+2*y**2+y+1
((y+2)*0)*((0*x)*(1*1)),0
(z*(2**2))*0,0
((1+2)*(1+2))+(((2*x)+(x*(y+0)))+z),x*y+2*x+z+9
(y*(y+0))*1,y**2
(((1+0)+(x+1))*(y*2))+((x+(z*y))+y),2*x*y+x+y*z+5*y
(z*z)*((2+(0+2))*((0*1)+(y+z))),4*y*z**2+4*z**3
((1*z)*0)*((x+(0*(z+0)))+(x+(2*(1+0)))),0
(0*0)*((y*(2**2))+z),0
((x+1)+((0+x)*(x+2)))+(y**2),x**2+3*x+y**2+1
(x*(((x*x)+2)+((y*0)*1)))*((1*0)+y),x**3*y+2*x*y
((x+z)*(2+(x*z)))+(((y*y)+(z*1))*z),x**2*z+x*z**2+2*x+y**2*z+z**2+2*z
(((y+z)*2)+((z*z)*x))**2,x**2*z**4+4*x*y*z**2+4*x*z**3+4*y**2+8*y*z+4*z**2
(2*(0+1))**2,4
(((0**2)+z)+((1*0)+0))*((y*1)*((0*y)+0)),0
(0*1)+((z+1)*x),x*z+x
((z*0)*2)+((y+z)+(2*(y+1))),3*y+z+2
((1+y)+y)+(1*(y+(0*y))),3*y+1
((0*z)+x)+((x+2)*((z+(z*0))+2)),x*z+3*x+2*z+4
(y*0)*((2*1)+((x*x)*2)),0
((2+((x*y)+z))+(1+y))+(x*(1*0)),x*y+y+z+3
((1*y)+(y+1))*(x*x),2*x**2*y+x**2
((y*1)+y)*y,2*y**2
((y+1)**2)*(((x+0)*0)+(((x*0)+z)*0)),0
((x*1)*(1+((2*(0*1))**2)))*((z+(1+1))*x),x**2*z+2*x**2
(((2*0)*1)+(((2*0)+z)+1))+(((0+y)+(0**3))+(x+z)),x+y+2*z+1
(2*y)*(0**3),0
((1+(y+2))+1)*(1+0),y+4
(((2*x)*x)*(1+z))+(((x*(1+1))+x)+(1+1)),2*x**2*z+2*x**2+3*x+2
((2*2)*z)+(1*(0*x)),4*z
(((0+(0+1))**3)*(0*((0+0)*0)))**3,0
(x**3)*((x+0)*(y+2)),x**4*y+2*x**4
(1*(0+1))+((z*z)+(z*((y*0)+y))),y*z+z**2+1
(((0+2)+0)+(z*y))+(2+(y+y)),y*z+2*y+4
(x+y)+((z*z)+((2**3)+0)),x+y+z**2+8
((z+y)+(z*x))+((x+2)+((y*1)*((y+z)+(1**3)))),x*z+x+y**2+y*z+2*y+z+2
((x+0)+(z+2))+((1*2)+((2+(z+(x*y)))*(z+(z**3)))),x*y*z**3+x*y*z+x+z**4+2*z**3+z**2+3*z+4
(2+(2*x))+(1*x),3*x+2
((z**2)+0)+((z*0)*z),z**2
(y*2)*(((1+z)*y)*(1+(2*(y*z)))),4*y**3*z**2+4*y**3*z+2*y**2*z+2*y**2
(((1*1)**3)**2)+((x+y)+(2*(y*y))),x+2*y**2+y+1
(0*0)*(z*(y*y)),0
z+((1+x)**3),x**3+3*x**2+3*x+z+1
((2*(0+1))+(1+(y*1)))*(x*2),2*x*y+6*x
(z+z)*(x+0),2*x*z
((y*y)**2)*(x+z),x*y**4+y**4*z
((x*1)+(y+0))*((z+1)*x),x**2*z+x**2+x*y*z+x*y
(((0**3)+(z+0))*(x+z))+((0*z)**2),x*z+z**2
(((2+z)+x)*0)*((1*z)+y),0
(((z+(z+z))*0)+(y*((y*x)+0)))*(((1+0)+0)**3),x*y**2
((z+(z*y))*(y+y))*(((z*0)+0)+(y*x)),2*x*y**3*z+2*x*y**2*z
((2*1)**3)*((0*1)*(0*(z*0))),0
(2*x)+((x*(y+z))+(1+(2*2))),x*y+x*z+2*x+5
((y*x)*(z+2))**2,x**2*y**2*z**2+4*x**2*y**2*z+4*x**2*y**2
((z**3)*(0+2))*((z*(((1*x)*1)*y))+z),2*x*y*z**4+2*z**4
((x*((y*2)*(1*z)))+(0+x))+((1+(x+2))*(z*y)),3*x*y*z+x+3*y*z
((2*(z+0))*((y*0)+2))*((x*z)+(y+y)),4*x*z**2+8*y*z
(0+1)+((2+x)*((y*y)*z)),x*y**2*z+2*y**2*z+1
(z*0)+(x*y),x*y
(((0*x)*y)+(2*x))*((z+2)+y),2*x*y+2*x*z+4*x
((1+x)*(y**3))*(z**3),x*y**3*z**3+y**3*z**3
(1*y)+(x*0),y
(0+2)+((y+1)+1),y+4
((z*((x*2)+(x+z)))*(1+(2*x)))+((y+((1+0)+0))**2),6*x**2*z+2*x*z**2+3*x*z+y**2+2*y+z**2+1
((1+2)*z)+x,x+3*z
(1*(y+x))+(y+z),x+2*y+z
((z+0)+(0**3))*((1+y)*(0+0)),0
(((z+z)**3)*z)+y,y+8*z**4
((z*0)+((z+2)+(x*z)))*((y*z)*(0**2)),0
(1*(y**3))+((x+0)+(0*y)),x+y**3
(((x**2)*0)*(0+1))*(1*(x+z)),0
(x**3)*(((x+(0*0))+(y*x))*(y*(y*z))),x**4*y**3*z+x**4*y**2*z
(2+(z*z))+(1+(2*y)),2*y+z**2+3
(x+2)+(y*(1+x)),x*y+x+y+2
(1*y)+((1*z)**2),y+z**2
((y+1)+z)+(1*((1*0)*y)),y+z+1
(((2+1)+0)*(z+0))*((2+1)*(1*z)),9*z**2
(z*(z+0))+(x+1),x+z**2+1
((((2*0)**2)+z)*((z**2)+2))+((y*0)*(1*(1**2))),z**3+2*z
(x+x)+(x*(1+(x+x))),2*x**2+3*x
((1*x)+((2*1)+x))+((2*y)*(((x*z)*(y**2))**2)),2*x**2*y**5*z**2+2*x+2
((z**3)**3)*(((1+(2*x))*(y*2))+((2+0)**3)),4*x*y*z**9+2*y*z**9+8*z**9
((1*2)*2)*((0+(x+1))*1),4*x+4
(((z+2)+y)+((0*1)**2))**2,y**2+2*y*z+4*y+z**2+4*z+4
(x*((1+y)*y))**2,x**2*y**4+2*x**2*y**3+x**2*y**2
((1**2)*1)+(x**2),x**2+1
(y*(x+y))+(((1**3)+z)*x),x*y+x*z+x+y**2
((0*2)*(x+((z+0)*0)))**3,0
(1*(y**2))+(((x*x)**2)*(y*x)),x**5*y+y**2
((1*(y*0))*2)**2,0
(((z*(2*(0+0)))+2)+0)*((1*(0+(x*2)))+1),4*x+2
((y+y)*2)+((1*(2+2))*y),8*y
(((z+2)*(z*z))*(x**3))+(x+2),x**3*z**3+2*x**3*z**2+x+2
((y+2)*(1+y))+(((1+1)*x)+(z*z)),2*x+y**2+3*y+z**2+2
((2*(x*(z*y)))**3)*(((0+x)*1)**3),8*x**6*y**3*z**3
(((0*x)*1)*(y+z))*((0+(2+z))**2),0
(x+(2+x))**2,4*x**2+8*x+4
(((0+x)+(y+z))**3)+(0*y),x**3+3*x**2*y+3*x**2*z+3*x*y**2+6*x*y*z+3*x*z**2+y**3+3*y**2*z+3*y*z**2+z**3
((1+2)+z)*(((x*x)*z)+((2+(y+2))*(x*(0*x)))),x**2*z**2+3*x**2*z
1*(z*(y+1)),y*z+z
(2*1)*(x+(z+2)),2*x+2*z+4
((z**3)*(x*(z+0)))+(((x+y)+(2**3))*(0*x)),x*z**4
(1**2)+(z*z),z**2+1
((0+(1*1))*(x*1))**3,x**3
((z*z)*2)+(0*1),2*z**2
(x**2)+(x+(y+1)),x**2+x+y+1
